0.150000 5.000000 0.050000 0.505742 0.495423 0.660571 0.549045 100
0.150000 5.000000 0.100000 0.505742 0.495423 0.660571 0.549045 100
0.150000 5.000000 0.150000 0.505742 0.495423 0.660571 0.549045 100
0.150000 5.000000 0.200000 0.505742 0.495423 0.660571 0.549045 100
0.150000 5.000000 0.250000 0.505742 0.495423 0.660571 0.549045 100
0.150000 5.000000 0.300000 0.505923 0.496583 0.659514 0.549246 101
0.150000 5.000000 0.350000 0.505923 0.496583 0.659514 0.549246 101
0.150000 5.000000 0.400000 0.505923 0.496583 0.659514 0.549246 101
0.150000 5.000000 0.450000 0.505923 0.496583 0.659514 0.549246 101
0.150000 5.000000 0.500000 0.506658 0.497156 0.660064 0.549875 101
0.150000 5.000000 0.550000 0.506658 0.497156 0.660064 0.549875 101
0.150000 5.000000 0.600000 0.506658 0.497156 0.660064 0.549875 101
0.150000 5.000000 0.650000 0.506658 0.497156 0.660064 0.549875 101
0.150000 5.000000 0.700000 0.507539 0.497727 0.660937 0.550647 101
0.150000 5.000000 0.750000 0.507539 0.497727 0.660937 0.550647 101
0.150000 5.000000 0.800000 0.507341 0.497162 0.661038 0.550395 101
0.150000 5.000000 0.850000 0.507068 0.496599 0.661139 0.550117 101
0.150000 5.000000 0.900000 0.506373 0.495475 0.661340 0.549506 101
0.150000 5.000000 0.950000 0.505417 0.493799 0.661599 0.548612 101
0.150000 5.000000 1.000000 0.505035 0.493243 0.661605 0.548269 101
0.150000 5.000000 1.050000 0.505602 0.493258 0.663048 0.548878 101
0.150000 5.000000 1.100000 0.502279 0.489409 0.662359 0.546056 101
0.150000 5.000000 1.150000 0.501038 0.487293 0.663594 0.545157 102
0.150000 5.000000 1.200000 0.496594 0.482495 0.663625 0.541758 102
0.150000 5.000000 1.250000 0.492427 0.478308 0.660849 0.537919 103
0.150000 5.000000 1.300000 0.487902 0.473684 0.657952 0.533751 104
0.150000 5.000000 1.350000 0.484977 0.470213 0.658116 0.531422 104
0.150000 5.000000 1.400000 0.481279 0.465753 0.658088 0.528379 104
0.150000 5.000000 1.450000 0.477156 0.460417 0.672243 0.528582 104
0.150000 5.000000 1.500000 0.473287 0.455385 0.663105 0.522832 104
0.150000 5.000000 1.550000 0.470506 0.451417 0.664558 0.520665 104
0.150000 5.000000 1.600000 0.467506 0.447552 0.667499 0.518833 104
0.150000 5.000000 1.650000 0.461295 0.441061 0.665727 0.513560 105
0.150000 5.000000 1.700000 0.455503 0.433908 0.653912 0.505595 105
0.150000 5.000000 1.750000 0.446606 0.423650 0.661005 0.500087 105
0.150000 5.000000 1.800000 0.437915 0.414390 0.661711 0.493351 105
0.150000 5.000000 1.850000 0.433211 0.408929 0.663120 0.489756 105
0.150000 5.000000 1.900000 0.425135 0.398968 0.676685 0.485979 105
0.150000 5.000000 1.950000 0.417833 0.390756 0.690291 0.483037 105
0.150000 5.000000 2.000000 0.415269 0.386139 0.702665 0.482993 105
0.150000 5.000000 2.050000 0.410793 0.380259 0.701864 0.478613 106
0.150000 5.000000 2.100000 0.404069 0.372038 0.709902 0.474329 106
0.150000 5.000000 2.150000 0.398136 0.364751 0.703449 0.467470 107
0.150000 5.000000 2.200000 0.392898 0.357730 0.673525 0.455753 107
0.150000 5.000000 2.250000 0.385970 0.349022 0.673504 0.449348 107
0.150000 5.000000 2.300000 0.382641 0.344754 0.673462 0.446209 107
0.150000 5.000000 2.350000 0.381506 0.342514 0.674235 0.444970 107
0.150000 5.000000 2.400000 0.377731 0.337931 0.703018 0.447705 109
0.150000 5.000000 2.450000 0.373998 0.332661 0.711878 0.445751 109
0.150000 5.000000 2.500000 0.365082 0.323357 0.641239 0.423023 109
0.150000 5.000000 2.550000 0.364229 0.321521 0.646441 0.423030 109
0.150000 5.000000 2.600000 0.359539 0.316223 0.647814 0.419176 109
0.150000 5.000000 2.650000 0.358186 0.313713 0.648762 0.417743 109
0.150000 5.000000 2.700000 0.356048 0.310494 0.654984 0.416803 109
0.150000 5.000000 2.750000 0.354033 0.307269 0.656915 0.414977 109
0.150000 5.000000 2.800000 0.353566 0.306110 0.681162 0.419307 109
0.150000 5.000000 2.850000 0.353153 0.305257 0.680492 0.418617 109
0.150000 5.000000 2.900000 0.353200 0.305375 0.685682 0.419752 109
0.150000 5.000000 2.950000 0.351480 0.302448 0.686501 0.417892 109
0.150000 5.000000 3.000000 0.349871 0.300921 0.687436 0.416739 110
0.150000 5.000000 3.050000 0.348924 0.299658 0.688218 0.415937 110
0.150000 5.000000 3.100000 0.347474 0.297175 0.690493 0.414666 110
0.150000 5.000000 3.150000 0.345940 0.295238 0.690918 0.413237 110
0.150000 5.000000 3.200000 0.345258 0.294052 0.692881 0.412803 110
0.150000 5.000000 3.250000 0.344392 0.292427 0.693970 0.411911 110
0.150000 5.000000 3.300000 0.343399 0.290730 0.695170 0.410954 110
0.150000 5.000000 3.350000 0.343447 0.290005 0.696209 0.410836 110
0.150000 5.000000 3.400000 0.344129 0.289674 0.697654 0.411235 110
0.150000 5.000000 3.450000 0.344380 0.289033 0.698460 0.411190 111
0.150000 5.000000 3.500000 0.343644 0.287789 0.699122 0.410436 111
0.150000 5.000000 3.550000 0.343720 0.287245 0.700197 0.410418 111
0.150000 5.000000 3.600000 0.342876 0.286478 0.698949 0.409472 111
0.150000 5.000000 3.650000 0.342522 0.285790 0.699898 0.409189 111
0.150000 5.000000 3.700000 0.342017 0.285335 0.699580 0.408708 111
0.150000 5.000000 3.750000 0.342242 0.285034 0.699507 0.408640 112
0.150000 5.000000 3.800000 0.343174 0.285488 0.701619 0.409639 112
0.150000 5.000000 3.850000 0.342583 0.284437 0.701978 0.408971 112
0.150000 5.000000 3.900000 0.342091 0.283692 0.702413 0.408501 112
0.150000 5.000000 3.950000 0.342190 0.284144 0.701429 0.408567 112
0.150000 5.000000 4.000000 0.341522 0.283107 0.701888 0.407893 112
0.150000 5.000000 4.050000 0.341271 0.282665 0.702205 0.407642 112
0.150000 5.000000 4.100000 0.340981 0.282078 0.702008 0.407206 112
0.150000 5.000000 4.150000 0.340547 0.281347 0.702459 0.406768 112
0.150000 5.000000 4.200000 0.340143 0.282474 0.703002 0.407254 113
0.150000 5.000000 4.250000 0.339890 0.281893 0.703613 0.406992 113
0.150000 5.000000 4.300000 0.339441 0.280962 0.704707 0.406575 113
0.150000 5.000000 4.350000 0.339300 0.280531 0.704990 0.406365 113
0.150000 5.000000 4.400000 0.339085 0.279959 0.705276 0.406057 113
0.150000 5.000000 4.450000 0.338781 0.279674 0.705067 0.405758 113
0.150000 5.000000 4.500000 0.338793 0.279532 0.705115 0.405703 113
0.150000 5.000000 4.550000 0.338671 0.279188 0.704998 0.405466 114
0.150000 5.000000 4.600000 0.339297 0.279554 0.706416 0.406164 114
0.150000 5.000000 4.650000 0.339717 0.279494 0.706546 0.406328 114
0.150000 5.000000 4.700000 0.339717 0.279494 0.706546 0.406328 114
0.150000 5.000000 4.750000 0.339765 0.279211 0.706675 0.406235 114
0.150000 5.000000 4.800000 0.339178 0.278366 0.705545 0.405374 115
0.150000 5.000000 4.850000 0.339571 0.278589 0.706345 0.405793 115
0.150000 5.000000 4.900000 0.338889 0.278029 0.704925 0.404977 116
0.150000 5.000000 4.950000 0.338946 0.277750 0.705221 0.404921 116
0.150000 5.000000 5.000000 0.338788 0.277471 0.705266 0.404731 116
